uniqueID,drugName,condition,review,rating,rating_class,topic
185976,SNRI,Depression,"""for a few weeks i had a dry mouth. i still waken during the night but straight back to sleep again. at the beginning some brain zap things. 
but i love it! this medication makes me feel normal, happy, awake and life is much better. a little concerned about coming off it but i'll deal with that at the time.""",positive,positive_SNRI,-1
93284,SSRI,Depression,"""depression was much better but the side effects were too bad to risk. blood pressure increased, felt hot all of time and nausea that would not subside. but for once i did feel like my depression was much better. back to drug now""",negative,negative_SSRI,-1
142089,SSRI,Depression,"""drug has been extremely effective for me. i did not have clinical depression, just depression from cumulative stress. it took about two weeks to kick in, but after that life went slowly back to normal. i am myself again and i get to go off the meds soon.""",positive,positive_SSRI,-1
185948,SNRI,Depression,"""my pcp prescribed drug for my depression, anxiety, mood issues etc. he told me that the drug takes a few weeks before you could see a difference but i feel like i experienced everything the first day i took the drug. although my mood and energy improved and felt better overall the side effects were so severe i decided to discontinue after the first day. my side effects started with heart palpitations, sweating, dizziness and a faint feeling. this later subsided but turned into nausea and loss of appetite i couldn't eat anything that day and even water made me gag. that night i slept for a total of 3 hours i couldn't stay asleep and the time i did fall asleep it felt like i wasn't asleep at all. my body felt numb and my heart was racing.""",negative,negative_SNRI,-1
141990,SSRI,Depression,"""i have used this pill for a short time. the doctor told me to take it at night, that was a bad move. i couldn't sleep at all then during the day i felt as if i was high. didnt like the feeling. so my doctor switched me to drug hopefully it will work for me.""",negative,negative_SSRI,-1
205717,SNRI,Depression,"""this medication did not work for me.  it is important to note, however, that i suffer more from anxiety than depression.  on drug i felt like i was on a constant roller coaster.  i gave the medication 3 (long) months.  i would wake up in the night with panic attacks and would surprise even myself with sudden outbursts.  not to mention, it was super expensive. not worth it for me. i'm back on drug and drug and feeling much better.""",negative,negative_SNRI,-1
197740,SNRI,Depression,"""i just started drug exrelease dosis about 6 days ago. i am just learning more about this drug.  all these comments are very helpful, i have much, much hope.  i have anxiety issues, panic disorder, and some depression. i have also noticed decreased hunger.  please continue writing in it can make a big difference to people like me.  thank you!""",positive,positive_SNRI,-1
178213,SNRI,Depression,"""my mood improved the first day i took it.  life became more manageable, big problems became insignificant.  it worked great for me.""",positive,positive_SNRI,-1
186054,SNRI,Depression,"""i've been on pritiq two years now and it's a nightmare to get off of them.  i wish i would have never started them going off of them is so hard the side effects are probably close to an addict coming off drugs.  i've only missed a dose and i feel like hell. 

do not go on them try another antidepressant!!

if i knew then what i know now about the withdrawal effects i would have stayed on citalipram.  as pritiq is time released pill you can't just take a smaller dose to go off.  living nightmare as i don't find much benefit from them for depression and now i can't get off them without feeling like i'm going insane.""",negative,negative_SNRI,-1
45479,SSRI,Depression,"""incredible. to think a simple pill would be so life changing. 21 year old married mother of two , i've been struggling with depression and anxiety, especially social anxiety my entire life. i was at the end of my rope, starting to think depression wasn't even a real thing, it was just normal to feel like shit. literally the first day i felt okay. a month later here i am exercising everyday in my spotless house and playing with my kids. no more emotional eating i've lost fifteen freaking pounds i have the energy and focus to do everything. i only wish i would have tried it sooner. i thought it would make me feel like a numb robot but i still feel like me, just a better me. really looking forward to my future on drug.""",positive,positive_SSRI,-1
92994,SSRI,Depression,"""started on this 10 days ago for severe depression after drug and drug proved ineffective over 6 months.  i had 3 days of nausea and stomach cramps but these have now cleared.  by day 7 i was feeling great - not felt this positive and dynamic for years. this was at dosis. i still have increased gas but i'll live with that!""",positive,positive_SSRI,-1
140545,SSRI,Depression,"""seems like the whole world is on antidepressants these days.  docs doling them like candy. i was on a low dose of drug for years and finally got off of it (which wasn't a pleasant experience either) i might add. i had gained 20 lbs, was exhausted with no energy a mandatory 2 hr afternoon nap,  oh yeah and it zaps your libido! all things to consider. i've switched to drug and seem to have much less side effects.""",negative,negative_SSRI,-1
126031,SSRI,Depression,"""i tried this medicine and it cured my depression within a matter of days. i felt great and was seeing the world in a different light. good energy and  just felt good in general. problem is i couldn't sleep. i was on dosis. i adjusted the dose down to dosis and the antidepressant effects were gone. i had to stop a great medicine due to insomnia.""",positive,positive_SSRI,-1
119017,SSRI,Depression,"""love it. i'm taking the dosis. now i can deal with my wonderful boyfriend and crap ex husband. my sex drive is still low but with luck that to will change.""",positive,positive_SSRI,-1
183210,SNRI,Depression,"""my dr finally decided to try a different medication after i started telling him that i think i am bipolar, he put me on drug. it is good. a lot better then drug which i didn't feel any difference. i am taking dosis right now, think i could use an increase. glad to hear all the good reviews about it! i think it is something i would like to stick too. """,positive,positive_SNRI,-1
126082,SSRI,Depression,"""i have been on this medicine for over a year. works very well for depression. the last few months the side effects are getting bad. the brain and body zaps are getting to the point were you don't want to go to sleep. you feel like you are awake but cant move or talk. """,positive,positive_SSRI,-1
122112,SNRI,Depression,"""i was happy to find that there is a way out of my deep depression, however it was a state i do not want to be in ever again. the thought that there is a way out of my feelings if ever they should occur again, helps me a lot.""",positive,positive_SNRI,-1
45469,SSRI,Depression,"""i've been taking this now for about six weeks. at first it worked well, but for the last two weeks it seems to have stopped working. i've been taking ten tablets a day for the last 6 days, that's dosis daily, of drug and it does nothing. i'm going to call my doctor and ask to try something else.""",negative,negative_SSRI,-1
186549,SNRI,Depression,"""i have been taking drug for about 3 weeks now, and i am extremely tired 24/7. now mind you i do have a busy schedule (full time job and classes 24 hours a wk). i do notice however that things don't bother me like they used to and my crying has eased up a bit. i have started having some nausea, hopefully the tiredness and nausea will diminish the longer i take drug.""",positive,positive_SNRI,-1
62670,SSRI,Depression,"""i only started this medication a month ago (i happened to be pmsing at the time) and i noticed a difference right away! after my pms i felt about the same as pre-medicines but in the next 2 weeks i started to feel like the person i used to be. i was a content, creative, smiling mommy again and i am so thankful. i was an angry monster mommy and my kids suffered but hopefully this upswing continues because i feel great, real and normal! i'm so glad i tried this medication!""",positive,positive_SSRI,-1
27983,SSRI,Depression,"""after taking drug for over 12 years i started suffering from sivere anxiety side-effects.  my gp suggested that we try drug.  after 3 months on drug, my anxiety was no better and i had one little trip to the er and a short stay in hospital with another failed suicide attempt.

i was in a really bad place, at the end of my wits.  my pharmacist had a chat with me.  he said that seeing as i had responded so well to the drug initially, it might be worth trying es-drug/drug.

i talked to me dr. and he agreed.

things have been a lot better since.  i don't need any anxiety medication at the moment and most of my other symptoms are a lot more manageable.

it is not a cure, but it makes the symptoms bearable.""",positive,positive_SSRI,-1
61645,SSRI,Depression,"""first day 10m i felt euphoria and off. second day i felt intense depression, fell asleep driving at a red light around 3pm. had thoughts of sucide and second thoughts about mental hospitals. my eyes dilated and i was very anxious. no thank you! horrible experience.""",negative,negative_SSRI,-1
126208,SSRI,Depression,"""after many antidepressant medications over the years, i had resigned myself to a low sex drive and a bit of flatness in effect. but after drug, i regained that sexual spark and the depression lifted. it's been 4 months now and i'm on dosis having stayed two weeks at 10, two weeks at 20, then 1 week of 20, alternated with dosiss. and then finally one dosis daily. i have struggled with sluggish bowels for years so this may be why i didn't have diarrhea. however, there was some gasiness the first month and bowels more loose. no nausea but i do take it with a spoonful of peanut butter. most days i feel content which for me is exceptional.""",positive,positive_SSRI,-1
118934,SSRI,Depression,"""when i started taking drug i lost 40 pounds in three months which was great. my depression got better, anxiety was better. i did lose my sex drive but who cares, my self esteem was great. drug saved me.""",positive,positive_SSRI,-1
121210,SNRI,Depression,"""male, 6'2"", 150lb. i take dosis of drug in the am and dosis of drug in the pm for suicidal depression and generalized anxiety. some days i take higher doses of 112.dosis and dosis. the combination has worked wonders for my condition. i started on drug initially and titrated to dosis/day, but did not feel it was working for my depression, although it did help with sleep and appetite. i tried gabapentin for a while and was able to quit drug entirely for some time (wanted to give my receptors a break). gabapentin was great for anxiety but made me more suicidal. i quit gabapentin and went back on just dosis of drug, this time also adding the drug. i have been very happy with the results. it seems to be the first medication that really works for me. i had significant side effects when starting drug, but they subsided completely after about a week- feeling high much like mdma, and i had diarrhea and some insomnia. when i increased from 37.5 to dosis, the only con i noticed was lower energy level (and some yawning). i started drinking some coffee to help with that. this is a very serious medication to be taking, as i know it can be very hard to withdraw from; however, i am committed to sticking with it. eventually may increase my dose up to dosis. drug makes me feel very mellow. i am less concerned about what people think of me. i am quite confident with the ladies. my sex life has been better than ever on this med combination. i have wondered if my sense of humor is dulled, however. i am also somewhat lazy, but this may change when i go up to a higher dose. risk-taking behaviors should be watched when increasing the dose, as i broke my ankle playing sports. overall, i give this medication 9/10 and am very happy that i got the script. i recommend taking it with drug to better manage the nighttime, and to counteract the side effects. they have a wonderful synergy. my only concern is that they may eventually stop working, and i may eventually have to stop taking them and suffer the infamous withdrawals.""",positive,positive_SNRI,-1
92795,SSRI,Depression,"""two months on drug. amazing results. i had some stomach pain and headache at the first week. but with time, it all went away. now, i am at enjoying relief from major depression. it is great. i had depression to the point i could not walk anymore and i gained over 40 pounds in one year. it is time to get in shape again. i am 100% happy  and got my life back. thanks drug!!!""",positive,positive_SSRI,-1
131751,SNRI,Depression,"""used it during menopause for extreme emotional distress. that was 15 years ago. it was slowly increased from dosis to dosis due to ineffectiveness. i finally decided after reading up on it that it wasn't worth  the side effects that i had if i ran out or if i wanted to get off. well, i decided to get off. please do not go on this drug if there is a chance you will ever want to go off of it. it took me 4 months to wean myself off. this past week was the first week i have been completely off. it has been an excruciating long 4 months. i took my time, but the withdrawal is bad. i can not imagine withdrawal from other drugs being much worse. feel sick to my stomach, joints ache beyond belief. emotionally i am a mess, but i try, i try!""",negative,negative_SNRI,-1
183511,SNRI,Depression,"""i had a terrible reaction to drug called neuroleptic malignant syndrome.  stiff muscles, couldn't stand let alone walk to the phone, couldn't feel my hands and feet, fever, blood pressure through the roof. after a family member found me on the floor drooling i was taken to the hospital in an ambulance.  i realize this is a rare side effect, but it does happen.  what's great for one person may not be great for the next.""",negative,negative_SNRI,0
92807,SSRI,Depression,"""the drug is working miraculously well to alleviate social anxiety disorder acquired by a traumatic brain injury.

however, the nausea side-effect makes it almost worth quitting. often borderline to vomiting with it.

an inadvertent side effect, this drug may improve cognition. a meta-analysis of clinical trials (rosenblat, kakar, mcintyre, 2015) posted in pubmed found that it improved psychomotor speed by 34% (p=.0001) and delayed recall by 24% (p=0.0007).""",positive,positive_SSRI,-1
93010,SSRI,Depression,"""started this almost 3 weeks ago, no side affects except dry/flaky skin on hands , now week 3 nauseous 24/7 and headache 24/7,  nothing is taking the headache away not imatrex (rx headache reliever) not excedrin nothing. i can't even eat , i feel like it's going to just come right back up. it's like it built up in my system for weeks and now my body is rejecting it. it made me feel better emotionally but physically i can't take it, i  just want to stay in bed cause i feel like crap... i know it's the med cause it started on the exact day i started the 3 rd sample bottle. i'm stopping it. i haven't had a headache like this in years or been nauseous.""",negative,negative_SSRI,-1
177414,SNRI,Depression,"""initially went on dosis drug for 6 months but besides improving my mood, it worsened my memory, made me apathetic/demotivated and gave me brain fogs all day. 

i then went on drug and the dosage was increased from dosis to dosis over the course of 7 months. drug increased my motivation, mental energy and attention without any brain fog or memory issues like from drug. 

but the downside is that drug started making me robotic, socially withdrawn and hinder my creative thoughts. at dosis, it started to negatively affecting my memory so the sweet spot for me was 60 - dosis. wasn't perfect but it worked better than drug for me.""",positive,positive_SNRI,-1
121505,SNRI,Depression,"""i had been on dosis of drug for the last 2 months and within days noticed a huge difference from the drug i was taking before.
on monday i had my 2 month review at the doctors and although it has made a huge difference i still felt it wasn't quite enough so he upped my does to dosis and i have to say its made all the difference. 
the reason i haven't given this drug a 10 is like everyone else has said ....... i missed 1 dosis tablet one night and omg the next day i was like a woman possessed !!! raging temper flying of the handle at the slightest thing.
i find personally it helps to be taken 1 hour before wanting to go to bed as it helps me sleep and i wake up with no side affects.""",positive,positive_SNRI,-1
45707,SSRI,Depression,"""i took drug for about five months 1989-90.  i felt buoyant for the first six weeks, then less so.  after three months or so, my mood was down and my fingers were stiff and painful upon waking.  after four months, both hands and feet were in pain and did not function for an hour after waking.  the condition persisted, in an ever-diminishing form, for five years after discontinuation of the medicine.  i am told that my reaction was rare; nevertheless, it happened to me.""",negative,negative_SSRI,-1
94260,SSRI,Depression,"""update: now 2 months in, and feeling better than i have in 10  yrs. i am now on dosis. i feel really calm, like i can breathe again. on dosis it took less effort to hold off the anxiety/panic attacks. at dosis i don't have the background anxiety at all, and no panic attacks (vs one every 2-3 days). i no longer have insomnia. i'm optimistic and becoming more actively interested in life. i smile a lot more and socialize. no jitters or side effects. no mania or agitation. thinking clearer, feeling great, thinking about working in the future, and reconsidering my decision to not have children due to mental health issues.""",positive,positive_SSRI,-1
205281,SNRI,Depression,"""i have been on drug for at least six years for post-menopausal anxiety/depression.  i tried several other medications without success, but this one is great.  no side effects other than headache and mild nausea the first couple days.  i feel ""normal"" 99% of the time - moods have evened out, almost no anxiety/irritability and have an overall happy feeling.  i would take it in the morning, as it can cause mild insomnia.  i will stay with this one.""",positive,positive_SNRI,-1
61734,SSRI,Depression,"""this is very tricky to evaluate. my new doc raved about as it had helped her.
""they should pipe it right into the water supply!"" she squealed. 
well...
i would rather be clear and sad, than in a zombie-twilight world.  dosis after 2 weeks and i am fed up. 
utterly impossible to climax and have an orgasm. and believe me-i tried!
2nd-my girlfriend noticed that i completely stopped playing and practicing guitar! and i am a pro.
it's just too dangerous of a mind drug, and perhaps only suitable in extreme situations like death of a family member.

certainly not for just being in a rut, sadness or the blues. it will just zombie you out. glad i experienced it. time to move on with life. without a brain fog chemical. orgasms are a sign of life""",negative,negative_SSRI,-1
141973,SSRI,Depression,"""took this medication for two years for depression. didn't do much to help lift or regulate my moods, but didn't cause insomnia or nightmares. taking this medicine on an empty stomach resulted in nausea, cramps, and vomiting. make sure to eat breakfast if you're taking it in the morning.""",positive,positive_SSRI,-1
92901,SSRI,Depression,"""experiencing a little nausea.  it seems since i started this medication 1 week ago i can no longer stomach coffee.  my dr. is weaning me off drug.  drug zapped my energy after 3 years.  dreams are vivid but sleep is good.  i am experiencing nocturnal erections again and my libido has increased.""",positive,positive_SSRI,-1
89227,SSRI,Depression,"""i have been on this awhile i take it at night so i don't feel tired durning the day""",positive,positive_SSRI,-1
89619,SSRI,Depression,"""this medication may be good if all you're dealing with is depression. if you add in chronic pain and anxiety this medication will make you believe for a week or two that you are feeling better then because of the chronic pain and anxiety there will be a low slump with overwhelming feelings of depression, fatigue and wanting to isolate oneself from everything.""",negative,negative_SSRI,-1
55724,SNRI,Depression,"""i had been on cipralex (drug) for about a year when i noticed i was feeling too tired all the time for my liking. i asked about drug's because they tend to give more ""energy"". i got switched to drug and didn't have a good experience at all. i couldn't stop thinking about terrible things, i had bad anxiety, excessive sweating at night and my heart would race too much too often. i had to get off after 9 weeks because it was not working for me at all. it made me really appreciate the drug i was taken before. 

clearly different antidepressants work differently for others. i'm just sharing my own experience. some may do really well on drug, unfortunately i didn't.""",negative,negative_SNRI,-1
62259,SSRI,Depression,"""i have been taking drug for 4 years.  all of a sudden, it stopped working and i spent 4 days feeling like i didn't want to live any more.  i had no idea that my body could build up an immunity and it simply would stop working. """,positive,positive_SSRI,0
96051,SSRI,Depression,"""i was suffering from depression, hopelessness, anxiety and and overall sense of despair.  i didn't want to get out of bed, i was short tempered and just unhappy.  i started on dosis drug because i'm thin and 3 weeks later my dose was increased to dosis.  i have been on it for 3 months now and i'm a new woman.  i feel more positive, happy and content in life.  i'm meeting with a therapist in conjunction with the medication and the despair and anxiety have gone away.  i have lost  weight on the medication and struggle daily because it has zapped my appetite completely.  i was shaky the first weeks but that has subsided, no other side effects.  this medication is fabulous!""",positive,positive_SSRI,-1
64923,SSRI,Depression,"""went on drug after drug stopped working and i quit cold turkey(don't do!!)
made me feel 10x worse within days. not for me.
now on drug which helps but has horrible withdrawals if you skip or are too late for a pill.""",negative,negative_SSRI,-1
45905,SSRI,Depression,"""i have been taking drug for at least 8 years and it helps keep me from being irritated all the time.  when i have not taken it for a couple of days, i get what i call ""permanent road rage"", ready to snap at the world.""",positive,positive_SSRI,-1
89635,SSRI,Depression,"""i've been on dosis drug for over 11 weeks. started on dosis for a week  then dosis for a week. side effects on dosis: headaches, confusion, constipation. now on dosis for the balance of drug experience. i weigh 162 (lost 5 lbs.) and am 71 yrs.
i stopped alcohol (2-3 oz. per night 7 days a week); which may have caused some side effects with the dosis and not the cause of drug. i still have some headaches, constipation and that's it on side effects.
my depression (clinically defined as down, sleep 10  hrs., not much interest in life, more) has lifted. i may continue to use drug and no alcohol for life, as i have been depressed numerous times. i was primary health caretaker for my chronically ill wife for 11 yrs. she died 12-10-10.""",positive,positive_SSRI,-1
126051,SSRI,Depression,"""i have been on this medicine at varying doses. i'm taking dosis now. i've suffered bouts of depression and anxiety for many years. when i started this medicine i did the starter pack and thought it was great until day 4 of the dosis. had hallucinations while driving and luckily i was close to home. passed out at home and had vivid dreams in a semiconscious state for about 7 hours, called doctor and he said drop back down to 20. i have made a couple of attempts to move the dose up as it doesn't seem to be enough at 20. i've been hospitalized once with serotonin syndrome on day 21 of the dosis. brain zaps are the worst! heat on top of my head is bad. miss a dose even by a couple hours and anger and crying bad. i am not happy with it now and plan to get off it.""",positive,positive_SSRI,-1
168587,SSRI,Depression,"""this worked really well for depression, in combination with drug and lamictal. i see a lot of people complaining about sleep troubles, sleep paralysis, vivid dreams, etc. had all those side effects, started taking it both morning and night, and all the side effects went away. try that, and give it a chance to work.""",positive,positive_SSRI,-1
196768,SSRI,Depression,"""my doctor weaned me off of drug a few weeks ago as it wasn't working. three days after the last dose was the start of the two worst weeks of my life. it included migraines, nausea, decreased vision, when i turned my head or moved my eyes there was a whooshing sound in my head accompanied by extreme dizziness. then there were  the bouts of crying for no apparent reason. in summary i would call this poison not medicine.""",negative,negative_SSRI,-1
186469,SNRI,Depression,"""this medicine has changed my life.  i was ready to kill myself, and having terrible situational depressive episodes.  after only one week of drug, i was writing music and enjoying my family again.  my situation has not changed and i still have physical pain, but my outlook on life is a complete turnaround.  """,positive,positive_SNRI,-1
118856,SSRI,Depression,"""i have been taking drug for a while for my depression but it stopped working. my doctor prescribed drug. it definitely worked well but the side effects are undesirable, i clench my teeth a lot my heart beats fast, i have nausea and i have delayed or no ejaculation. it's driving me nuts.""",negative,negative_SSRI,-1
125956,SSRI,Depression,"""i have bpd, anxiety disorder, and agoraphobia.  this medicine didn't do much for me.  i got all of the side effects but none of the relief.  i am only giving it a mid-line rating because i can't seem to tell if the medicine didn't help or if i am just more depressed/stressed lately.""",negative,negative_SSRI,12
168810,SSRI,Depression,"""was diagnosed with clinical/major depressive disorder when i was a teen. i am now approaching 60 and have battled this all of my life. i had very good luck with drug starting in 2006 but within the past year the drug (dosis/day) lost effectiveness and i had several serious depressive down cycles. my therapist put me on drug (after trying some others) about 2 months ago. i have suffered the previously mentioned side effects: diarrhea, restless-legs, vivid dreams, some insomnia, but i feel much better mentally. my biggest problem has been in weaning myself off of the drug. still on dosis day, and halving that on a drug basis. terrible withdrawal from drug!""",positive,positive_SSRI,-1
205423,SNRI,Depression,"""general mood levelling, couldn't really feel any emotion which became monotonous and unbearable. also not recommended if you have an eating disorder and cannot always force yourself to have it with food. caused crippling nausea and copious amounts of excess gas to sit in my stomach, this still hasn't left after more than a year of stopping. not for everyone.""",negative,negative_SNRI,-1
141183,SSRI,Depression,"""with a rough family life, it's hard to know if this drug is working to its full potential. i've been taking lexepro for almost three months now, and i can hardly tell a difference. i don't really think of suicide anymore, but happy? is anyone truly happy? maybe it's just my situation at the moment that brings out my pessimistic side, but i don't feel much different at all.""",positive,positive_SSRI,3
186461,SNRI,Depression,"""been on drug for a month now changing from drug. drug did nothing for me, drug is starting to help. have had unresponsive major depression along which chronic anxiety for 5 years now. have tried so many antidepressants of which none were effective for the depression and anxiety. but had a huge serving of various side effects as most mentioned.

now, anxiety under limited control, depression is lifting but is hard to say how much. i had forgotten what ""normal""  feels like. so far p is helping but a long way to go.""",positive,positive_SNRI,-1
62242,SSRI,Depression,"""i have been taking this medication for years. at first it was great it helped me a lot with my temper and sad feelings. i have had some ups and downs with it.  at one time i was taking 2.5 pills and was having trouble remembering things, and extreme trouble driving due to drowsiness. i cut back to one and tried to go off them but my moods started to swing out of control.  now i am on one and half tabs, and am feeling depressed again.  my eyes are watery and i feel like crying a lot but that may be due to the fall coming on.""",positive,positive_SSRI,-1
55802,SNRI,Depression,"""i use drug for major depression and to help with migraines. when on it my headaches have decreased.""",positive,positive_SNRI,-1
27845,SSRI,Depression,"""i was put on drug 3 years ago to treat depression and premenstrual dysphoric disorder. the first 2 months were standard. adjusting and getting the dose right. i ended up on dosis. after the initial adjustment, i experienced panic attacks, which came frequently, worsening anxiety - over 3 years, gained 12kg. it in no way helped pmdd. i weened myself from dosis down to dosis over 6 months which was hell then stayed on dosis for another 12 months. i have since had my ovaries removed and a total hysterectomy to get rid of pmdd. now 4 weeks ago,  i stopped the dosis, cold turkey, as the tapering was so bad. drug took so much of my life, and coming off is the hardest thing i've ever done and i'm still withdrawing after 4 weeks. it's been a nightmare!""",negative,negative_SSRI,-1
89269,SSRI,Depression,"""week1 dizziness, nausea, no appetite, foggy feeling, stomach growling. week 2  same as before plus sweating, bad gerd,and insomnia. almost stopped but decided to stick it out. week 3 everything slowly disappeared. now on week 4, much calmer, lost weight about 8 lbs, blood pressure dropped to normal readings, i have more energy now i am walking everyday, still feel like myself, not numb like some reported . reason started was i had 2 deaths in a month and was losing it. in the past i have tried drug, drug,  drug, drug and many others nothing has worked as well as drug. my advice give it time, be patient . like many things it's worth waiting for. good luck to all!!""",positive,positive_SSRI,-1
205610,SNRI,Depression,"""i have suffered from recurrent depression for many years and i can truly say that this is the best medication i have taken so far. i started taking it early in the morning and it worked the same day. it was a 360 degree change on me. it put my serotonin and norepinephrine levels back where they belong. never had any side effects. i feel like myself again. """,positive,positive_SNRI,-1
183814,SNRI,Depression,"""it was good""",positive,positive_SNRI,-1
186201,SNRI,Depression,"""i was on low dose drug for 2 weeks and could not handle the fatigue. i switched to drug dosis a little over a week ago. my anxiety is 95% gone, my depression..the negative thoughts are gone, i'm not happy but i'm not sad either, my irritability and being easily startled has resolved. i'm able to go out without being anxious, am  returning to work part time in a few weeks. i do feel a little tired a few hours after taking the medication but it doesn't last, my sleep is a little disrupted, little nausea but nothing i can't manage, constipation is a side effect but i use colace (without the laxative), lost 4 lbs so far. plan to stay on this indefinitely at this point. just relieved to finally have some relief from the anxiety/depression.""",positive,positive_SNRI,-1
142086,SSRI,Depression,"""i have taken drug dosis for 5 years now.  i recently tried to come off of drug due to sexual side effects and had really bad withdrawl symptoms.  i am back on drug dosis and will not try to change for a long time.  this medicine keeps me level and keeps me from crying all the time for no reason.""",positive,positive_SSRI,13
95823,SSRI,Depression,"""i am 24 years old and have a 14 week old son. i have fought with depression most of my life due to childhood and what not. after having my son everything came crashing down. i was on the brink of a divorce and suicidal. so i ask my dr, he put me on dosis of drug and i'm now on day 4. side effects for me are headache, tired, dizzy nausea. but i'm sticking to it hoping those will go away. my mood is so much better.""",positive,positive_SSRI,-1
89163,SSRI,Depression,"""got this as a prescription from my doctor, after spending endless hour doing research on this medication i decided to give it a try. i was on drug for almost 5 months. during this time i felt like a cloud has over my head the whole time, my brain did not function and i felt like life was absolutely unbearable. might work for some people but it did more harm than good while i was on it. had to stop.  i've found that what got me my life back was an alternate method that came as a lifesaver for me that didn't involve medication. it involves steps to being more motivated and accomplishing things daily.
http://happylifeengine.com/archives/30
i am back to being me and i feel hopeful about the future. i just needed ti be shown how to get my life back on track. hope you all get your life back as i did .
""",negative,negative_SSRI,-1
93085,SSRI,Depression,"""don't believe this bs marketing,  ""serotonin modulator and stimulator"" its action is like an drug, just on different 5-ht receptors.  took dosis at night and the 2nd day i already noticed the side-effects. slight dizziness, more tired than usual, rumbling and upset stomach,  a vomit taste at the back of your throat, a sharp pain in my leg (like someone put out a cigarette butt). that scared me, but not as much as the tracers i was seeing. imo do not take a compound that has not been on the market for at least 7-10yrs(you are just a pharma rat). sure... you ""may"" feel better after two, three weeks, maybe... to me it seems just not worth it.""",negative,negative_SSRI,-1
205695,SNRI,Depression,"""i started taking drug a year ago.  i am 57 year old female that went through a devastating divorce after 20 years of marriage.  the worst part was that he left me for my best friend.  they both work at the same employer that i do.  so it was very hard for me to return to work and see them both there.  i was severely depressed and really didn't want to be on this earth.  i have never taken antidepressants before.  my doctor put me on dosis of drug to help me through this time.  the first 3 days were great....someone could have died and i was smiling for the first time in a long time, and i wanted to be here!  i am just now weaning myself off drug slowly with my doctor's blessing.  so far no side effects.""",positive,positive_SNRI,3
121994,SNRI,Depression,"""i would recommend always using the extended relief formula. it causes less side effects. also be careful and monitor your blood pressure.""",positive,positive_SNRI,-1
200994,SSRI,Depression,"""the first day i tried drug, i sat and looked out the window all day, watching it snow. all i could think of was how pretty it was. but it also made my heart beat very hard. i could feel my blood pounding through my head and neck harder than i'd ever felt before.  my doctor had me try smaller doses, but even at dosis the same thing happened. so no drug for me. which is a shame, since it really did show promise.""",positive,positive_SSRI,0
92868,SSRI,Depression,"""i only lasted 3 days on this medication. i started becoming itchy all over my body and benadryl barely helped.""",negative,negative_SSRI,-1
186128,SNRI,Depression,"""i began taking drug in 2008 as a supplement to drug. when i missed  dose i became very ill with flu-like symptoms so severe, i felt it was not safe for me to drive a car. this made me feel as though this drug was not good for me, so i finally took myself off of it in 2015. it took the entire month of july (i stopped drug july 1st and nausea and dizziness did not end until early august- i kept track of my symptoms on a calendar) and as of today, the end of february 2016, my digestion has still not returned to normal. drug was developed by the manufacturer to replace the profits from another popular drug that reached the generic zone. i consider it  ""bad drug.""""",negative,negative_SNRI,11
186082,SNRI,Depression,"""i have been depressed for coming up to 5 years. drug is the first medication i found that worked. i started on dosis and then started dosis. i found that i was able to get through the days without falling apart and having constant suicidal thoughts. i have been on drug for a few years now and i have always had very vivid dreams on them and if i miss a couple of pills i get very dizzy, nauseas, head aches and get very emotional. i love this antidepressant but i fear for my dependence on it""",positive,positive_SNRI,-1
61526,SSRI,Depression,"""i have been on drug for a bit over a year to treat my clinical depression which i had for 5 years and general anxiety which i had for 3, and it has literally saved my life. i started with dosis and worked up to dosis, and i've never felt better than i do after being on drug. it's helped me so much, i can finally live and enjoy my life  again""",positive,positive_SSRI,-1
181199,SSRI,Depression,"""after years on drug for major depression and degenerative osteoarthritis, a new psyche doctor had me try drug (terrifying effects). bad trip. he had been having me take drug while i was weaning off drug because it mitigates the withdrawal syndrome from drug, and i felt better than i had in 10 years. after the near-suicide because of drug, i asked if we could just stick with drug but increase the dose. i prefer it because i feel like me, not some drugged-out, flattened-emotion version of me. i still can get happy, sad, mad, chill, relaxed, etc. many anti-depressants eliminate that ability, which i find unbearable personally. i take dosis once per day in the morning, and it has given me my life back again.""",positive,positive_SSRI,-1
62061,SSRI,Depression,"""i am 3 days in taking this medicine at dosis dose and i am absolutely amazed that i am feeling 80% better! anxiety is 98% better! i am so glad because i was not at all coping. i thought it took 2 weeks for these medicines to get in our systems but common sense says any medicine taken will immediately get into our blood streams.""",positive,positive_SSRI,-1
94090,SSRI,Depression,"""just took my first dose dosis of drug - have been on every possible medication including drug for 15 years, drug for 9 years, drug for 2 years, just weaned off drug.  i feel quite odd, butterflies in stomach and brain fog - my daughter has been on drug for 2 months and is still vomiting - if this continues, another failed med.""",negative,negative_SSRI,-1
140682,SSRI,Depression,"""this medication is not for teenagers.
my son was so depressed we could not get him out of his room for days on end.  we eventually got convinced him that he needed help and agreed to start taking medications and spending more time out in the sun and exercise.  all of this was painfully slow but i believe the medication did help him become more motivated to help himself.  he agreed to give the medication 5 weeks.  
week 6 my son started punching holes in walls and throwing things when he has never done anything like this before.  week 8 my son killed a little girl.  a friend of the family. 

now, he is facing 47 years without parole for something he did at 17 influenced by a medication i had asked him to try.this is in fact, life w/o parole.""",negative,negative_SSRI,-1
